agg_level_pseo,inst_level,institution,degree_level,cip_level,cipcode,grad_cohort,grad_cohort_years,geo_level,geography,ind_level,industry,y1_grads_emp,y1_grads_emp_instate,y5_grads_emp,y5_grads_emp_instate,y10_grads_emp,y10_grads_emp_instate,y1_grads_nme,y5_grads_nme,y10_grads_nme,status_y1_grads_emp,status_y1_grads_emp_instate,status_y5_grads_emp,status_y5_grads_emp_instate,status_y10_grads_emp,status_y10_grads_emp_instate,status_y1_grads_nme,status_y5_grads_nme,status_y10_grads_nme,industry_name,state_name
34,S,01,07,2,13,2011,5,N,00,A,00,1935.0,1728.0,1862.0,1569.0,0.0,,334.0,376.0,,1,1,1,1,-1,-1,1,1,-1,All NAICS Sectors,National (50 States + DC)
34,S,01,17,2,13,2011,5,N,00,A,00,353.0,246.0,300.0,216.0,0.0,,34.0,41.0,,1,1,1,1,-1,-1,1,1,-1,All NAICS Sectors,National (50 States + DC)
34,S,01,05,2,11,2013,3,N,00,A,00,223.0,169.0,262.0,180.0,0.0,,61.0,38.0,,1,1,1,1,-1,-1,1,1,-1,All NAICS Sectors,National (50 States + DC)
34,S,01,05,2,13,2013,3,N,00,A,00,1272.0,1109.0,1606.0,1154.0,0.0,,640.0,406.0,,1,1,1,1,-1,-1,1,1,-1,All NAICS Sectors,National (50 States + DC)
34,S,01,05,2,11,2016,3,N,00,A,00,509.0,337.0,0.0,,0.0,,82.0,,,1,1,-1,-1,-1,-1,1,-1,-1,All NAICS Sectors,National (50 States + DC)
34,S,01,07,2,11,2016,5,N,00,A,00,449.0,228.0,0.0,,0.0,,134.0,,,1,1,-1,-1,-1,-1,1,-1,-1,All NAICS Sectors,National (50 States + DC)
34,S,01,17,2,11,2016,5,N,00,A,00,79.0,22.0,0.0,,0.0,,5.0,,,1,1,-1,-1,-1,-1,1,-1,-1,All NAICS Sectors,National (50 States + DC)
34,S,01,05,2,13,2016,3,N,00,A,00,1323.0,957.0,0.0,,0.0,,636.0,,,1,1,-1,-1,-1,-1,1,-1,-1,All NAICS Sectors,National (50 States + DC)
34,S,01,07,2,13,2016,5,N,00,A,00,1730.0,1430.0,0.0,,0.0,,307.0,,,1,1,-1,-1,-1,-1,1,-1,-1,All NAICS Sectors,National (50 States + DC)
34,S,01,17,2,13,2016,5,N,00,A,00,290.0,190.0,0.0,,0.0,,27.0,,,1,1,-1,-1,-1,-1,1,-1,-1,All NAICS Sectors,National (50 States + DC)
34,S,01,05,2,11,2019,3,N,00,A,00,645.0,419.0,0.0,,0.0,,177.0,,,1,1,-1,-1,-1,-1,1,-1,-1,All NAICS Sectors,National (50 States + DC)
34,S,01,05,2,13,2019,3,N,00,A,00,1255.0,825.0,0.0,,0.0,,627.0,,,1,1,-1,-1,-1,-1,1,-1,-1,All NAICS Sectors,National (50 States + DC)
34,S,04,05,2,11,2004,3,N,00,A,00,774.0,579.0,812.0,535.0,765.0,466.0,210.0,183.0,202.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,04,05,2,13,2004,3,N,00,A,00,5767.0,5167.0,5376.0,4450.0,4986.0,3903.0,1199.0,1598.0,1977.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,04,07,2,11,2006,5,N,00,A,00,409.0,159.0,423.0,113.0,676.0,157.0,121.0,91.0,150.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,04,17,2,11,2006,5,N,00,A,00,87.0,5.0,66.0,12.0,196.0,16.0,14.0,13.0,26.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,04,02,2,13,2006,5,N,00,A,00,0.0,,76.0,53.0,91.0,47.0,,14.0,15.0,5,5,1,1,1,1,5,1,1,All NAICS Sectors,National (50 States + DC)
34,S,04,07,2,13,2006,5,N,00,A,00,8193.0,7395.0,7913.0,6515.0,8876.0,6653.0,1676.0,1948.0,2940.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,04,17,2,13,2006,5,N,00,A,00,386.0,237.0,417.0,230.0,539.0,279.0,130.0,132.0,219.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,04,05,2,11,2007,3,N,00,A,00,325.0,216.0,314.0,192.0,300.0,173.0,96.0,72.0,71.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,04,05,2,13,2007,3,N,00,A,00,3012.0,2625.0,3149.0,2527.0,2977.0,2205.0,975.0,817.0,1053.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,04,05,2,11,2010,3,N,00,A,00,775.0,571.0,803.0,544.0,888.0,497.0,215.0,166.0,188.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,04,05,2,13,2010,3,N,00,A,00,4575.0,4085.0,4560.0,3656.0,4128.0,3196.0,1213.0,1181.0,1540.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,04,07,2,11,2011,5,N,00,A,00,1063.0,358.0,1124.0,251.0,0.0,,136.0,145.0,,1,1,1,1,-1,-1,1,1,-1,All NAICS Sectors,National (50 States + DC)
34,S,04,17,2,11,2011,5,N,00,A,00,108.0,21.0,97.0,19.0,0.0,,16.0,15.0,,1,1,1,1,-1,-1,1,1,-1,All NAICS Sectors,National (50 States + DC)
34,S,04,02,2,13,2011,5,N,00,A,00,249.0,231.0,267.0,204.0,0.0,,60.0,65.0,,1,1,1,1,-1,-1,1,1,-1,All NAICS Sectors,National (50 States + DC)
34,S,04,07,2,13,2011,5,N,00,A,00,8458.0,6633.0,8195.0,5532.0,0.0,,1676.0,2000.0,,1,1,1,1,-1,-1,1,1,-1,All NAICS Sectors,National (50 States + DC)
34,S,04,17,2,13,2011,5,N,00,A,00,520.0,382.0,549.0,360.0,0.0,,122.0,123.0,,1,1,1,1,-1,-1,1,1,-1,All NAICS Sectors,National (50 States + DC)
34,S,04,05,2,11,2013,3,N,00,A,00,1157.0,843.0,1317.0,824.0,0.0,,263.0,189.0,,1,1,1,1,-1,-1,1,1,-1,All NAICS Sectors,National (50 States + DC)
34,S,04,05,2,13,2013,3,N,00,A,00,3883.0,3450.0,3768.0,3029.0,0.0,,826.0,831.0,,1,1,1,1,-1,-1,1,1,-1,All NAICS Sectors,National (50 States + DC)
34,S,04,05,2,11,2016,3,N,00,A,00,2054.0,1374.0,0.0,,0.0,,466.0,,,1,1,-1,-1,-1,-1,1,-1,-1,All NAICS Sectors,National (50 States + DC)
34,S,04,07,2,11,2016,5,N,00,A,00,1896.0,606.0,0.0,,0.0,,309.0,,,1,1,-1,-1,-1,-1,1,-1,-1,All NAICS Sectors,National (50 States + DC)
34,S,04,17,2,11,2016,5,N,00,A,00,116.0,32.0,0.0,,0.0,,29.0,,,1,1,-1,-1,-1,-1,1,-1,-1,All NAICS Sectors,National (50 States + DC)
34,S,04,02,2,13,2016,5,N,00,A,00,219.0,190.0,0.0,,0.0,,28.0,,,1,1,-1,-1,-1,-1,1,-1,-1,All NAICS Sectors,National (50 States + DC)
34,S,04,05,2,13,2016,3,N,00,A,00,3638.0,3069.0,0.0,,0.0,,759.0,,,1,1,-1,-1,-1,-1,1,-1,-1,All NAICS Sectors,National (50 States + DC)
34,S,04,07,2,13,2016,5,N,00,A,00,9640.0,4851.0,0.0,,0.0,,1708.0,,,1,1,-1,-1,-1,-1,1,-1,-1,All NAICS Sectors,National (50 States + DC)
34,S,04,17,2,13,2016,5,N,00,A,00,562.0,365.0,0.0,,0.0,,94.0,,,1,1,-1,-1,-1,-1,1,-1,-1,All NAICS Sectors,National (50 States + DC)
34,S,04,05,2,11,2019,3,N,00,A,00,2806.0,1855.0,0.0,,0.0,,886.0,,,1,1,-1,-1,-1,-1,1,-1,-1,All NAICS Sectors,National (50 States + DC)
34,S,04,05,2,13,2019,3,N,00,A,00,3948.0,3256.0,0.0,,0.0,,755.0,,,1,1,-1,-1,-1,-1,1,-1,-1,All NAICS Sectors,National (50 States + DC)
34,S,08,01,2,11,2001,5,N,00,A,00,692.0,400.0,568.0,358.0,515.0,371.0,280.0,178.0,243.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,08,02,2,11,2001,5,N,00,A,00,358.0,213.0,353.0,189.0,344.0,189.0,163.0,167.0,163.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,08,03,2,11,2001,5,N,00,A,00,274.0,182.0,206.0,138.0,262.0,182.0,133.0,118.0,128.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,08,05,2,11,2001,3,N,00,A,00,812.0,655.0,857.0,673.0,874.0,614.0,355.0,245.0,267.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,08,07,2,11,2001,5,N,00,A,00,657.0,472.0,740.0,436.0,699.0,400.0,361.0,346.0,352.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,08,17,2,11,2001,5,N,00,A,00,105.0,14.0,125.0,14.0,87.0,18.0,15.0,20.0,13.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,08,01,2,13,2001,5,N,00,A,00,0.0,,71.0,35.0,29.0,23.0,,28.0,27.0,5,5,1,1,1,1,5,1,1,All NAICS Sectors,National (50 States + DC)
34,S,08,03,2,13,2001,5,N,00,A,00,0.0,,63.0,8.0,0.0,,,3.0,,5,5,1,1,5,5,5,1,5,All NAICS Sectors,National (50 States + DC)
34,S,08,05,2,13,2001,3,N,00,A,00,52.0,44.0,33.0,20.0,141.0,68.0,21.0,25.0,33.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,08,07,2,13,2001,5,N,00,A,00,5745.0,5066.0,5139.0,4239.0,4886.0,3960.0,1091.0,1637.0,1794.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,08,17,2,13,2001,5,N,00,A,00,247.0,105.0,221.0,99.0,162.0,88.0,91.0,89.0,103.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,08,18,2,13,2001,5,N,00,A,00,122.0,68.0,97.0,56.0,90.0,46.0,13.0,19.0,26.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,08,05,2,11,2004,3,N,00,A,00,528.0,472.0,799.0,552.0,761.0,499.0,222.0,195.0,206.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,08,05,2,13,2004,3,N,00,A,00,219.0,147.0,113.0,106.0,239.0,114.0,44.0,57.0,58.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,08,01,2,11,2006,5,N,00,A,00,393.0,198.0,299.0,183.0,435.0,188.0,216.0,155.0,161.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,08,02,2,11,2006,5,N,00,A,00,45.0,17.0,0.0,,0.0,,20.0,,,1,1,5,5,5,5,1,5,5,All NAICS Sectors,National (50 States + DC)
34,S,08,03,2,11,2006,5,N,00,A,00,214.0,108.0,281.0,165.0,224.0,112.0,83.0,66.0,54.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,08,07,2,11,2006,5,N,00,A,00,481.0,273.0,409.0,250.0,454.0,236.0,243.0,226.0,215.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,08,17,2,11,2006,5,N,00,A,00,90.0,39.0,0.0,,112.0,36.0,20.0,,32.0,1,1,5,5,1,1,1,5,1,All NAICS Sectors,National (50 States + DC)
34,S,08,01,2,13,2006,5,N,00,A,00,152.0,81.0,202.0,122.0,254.0,80.0,105.0,96.0,91.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,08,02,2,13,2006,5,N,00,A,00,0.0,,83.0,20.0,148.0,23.0,,5.0,5.0,5,5,1,1,1,1,5,1,1,All NAICS Sectors,National (50 States + DC)
34,S,08,03,2,13,2006,5,N,00,A,00,120.0,35.0,192.0,52.0,143.0,25.0,13.0,11.0,10.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,08,07,2,13,2006,5,N,00,A,00,5259.0,4792.0,4975.0,4249.0,4586.0,3692.0,1196.0,1466.0,1881.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,08,17,2,13,2006,5,N,00,A,00,273.0,140.0,304.0,150.0,253.0,121.0,71.0,77.0,94.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,08,18,2,13,2006,5,N,00,A,00,82.0,39.0,76.0,35.0,98.0,28.0,12.0,16.0,17.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,08,05,2,11,2007,3,N,00,A,00,518.0,377.0,569.0,336.0,496.0,317.0,155.0,99.0,102.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,08,05,2,13,2007,3,N,00,A,00,222.0,171.0,279.0,200.0,248.0,147.0,81.0,76.0,106.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,08,05,2,11,2010,3,N,00,A,00,488.0,410.0,578.0,391.0,631.0,414.0,168.0,140.0,171.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,08,05,2,13,2010,3,N,00,A,00,247.0,224.0,363.0,246.0,230.0,183.0,103.0,84.0,106.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,08,01,2,11,2011,5,N,00,A,00,1117.0,890.0,1373.0,1064.0,0.0,,1103.0,866.0,,1,1,1,1,-1,-1,1,1,-1,All NAICS Sectors,National (50 States + DC)
34,S,08,02,2,11,2011,5,N,00,A,00,168.0,63.0,80.0,43.0,0.0,,46.0,22.0,,1,1,1,1,-1,-1,1,1,-1,All NAICS Sectors,National (50 States + DC)
34,S,08,03,2,11,2011,5,N,00,A,00,627.0,429.0,674.0,463.0,0.0,,282.0,215.0,,1,1,1,1,-1,-1,1,1,-1,All NAICS Sectors,National (50 States + DC)
34,S,08,07,2,11,2011,5,N,00,A,00,602.0,352.0,568.0,337.0,0.0,,400.0,364.0,,1,1,1,1,-1,-1,1,1,-1,All NAICS Sectors,National (50 States + DC)
34,S,08,17,2,11,2011,5,N,00,A,00,94.0,32.0,101.0,31.0,0.0,,42.0,33.0,,1,1,1,1,-1,-1,1,1,-1,All NAICS Sectors,National (50 States + DC)
34,S,08,01,2,13,2011,5,N,00,A,00,711.0,520.0,704.0,548.0,0.0,,496.0,430.0,,1,1,1,1,-1,-1,1,1,-1,All NAICS Sectors,National (50 States + DC)
34,S,08,02,2,13,2011,5,N,00,A,00,320.0,203.0,382.0,238.0,0.0,,193.0,187.0,,1,1,1,1,-1,-1,1,1,-1,All NAICS Sectors,National (50 States + DC)
34,S,08,03,2,13,2011,5,N,00,A,00,292.0,152.0,301.0,186.0,0.0,,137.0,105.0,,1,1,1,1,-1,-1,1,1,-1,All NAICS Sectors,National (50 States + DC)
34,S,08,06,2,13,2011,5,N,00,A,00,57.0,15.0,81.0,28.0,0.0,,16.0,6.0,,1,1,1,1,-1,-1,1,1,-1,All NAICS Sectors,National (50 States + DC)
34,S,08,07,2,13,2011,5,N,00,A,00,5524.0,4713.0,4997.0,3925.0,0.0,,1311.0,1811.0,,1,1,1,1,-1,-1,1,1,-1,All NAICS Sectors,National (50 States + DC)
34,S,08,17,2,13,2011,5,N,00,A,00,409.0,256.0,300.0,187.0,0.0,,103.0,108.0,,1,1,1,1,-1,-1,1,1,-1,All NAICS Sectors,National (50 States + DC)
34,S,08,05,2,11,2013,3,N,00,A,00,1376.0,895.0,1408.0,894.0,0.0,,320.0,303.0,,1,1,1,1,-1,-1,1,1,-1,All NAICS Sectors,National (50 States + DC)
34,S,08,05,2,13,2013,3,N,00,A,00,431.0,321.0,354.0,278.0,0.0,,117.0,111.0,,1,1,1,1,-1,-1,1,1,-1,All NAICS Sectors,National (50 States + DC)
34,S,08,01,2,11,2016,5,N,00,A,00,1228.0,994.0,0.0,,0.0,,1590.0,,,1,1,-1,-1,-1,-1,1,-1,-1,All NAICS Sectors,National (50 States + DC)
34,S,08,02,2,11,2016,5,N,00,A,00,152.0,81.0,0.0,,0.0,,52.0,,,1,1,-1,-1,-1,-1,1,-1,-1,All NAICS Sectors,National (50 States + DC)
34,S,08,03,2,11,2016,5,N,00,A,00,828.0,646.0,0.0,,0.0,,403.0,,,1,1,-1,-1,-1,-1,1,-1,-1,All NAICS Sectors,National (50 States + DC)
34,S,08,05,2,11,2016,3,N,00,A,00,2367.0,1537.0,0.0,,0.0,,553.0,,,1,1,-1,-1,-1,-1,1,-1,-1,All NAICS Sectors,National (50 States + DC)
34,S,08,07,2,11,2016,5,N,00,A,00,994.0,590.0,0.0,,0.0,,367.0,,,1,1,-1,-1,-1,-1,1,-1,-1,All NAICS Sectors,National (50 States + DC)
34,S,08,17,2,11,2016,5,N,00,A,00,175.0,49.0,0.0,,0.0,,32.0,,,1,1,-1,-1,-1,-1,1,-1,-1,All NAICS Sectors,National (50 States + DC)
34,S,08,01,2,13,2016,5,N,00,A,00,1508.0,1288.0,0.0,,0.0,,1020.0,,,1,1,-1,-1,-1,-1,1,-1,-1,All NAICS Sectors,National (50 States + DC)
34,S,08,02,2,13,2016,5,N,00,A,00,622.0,429.0,0.0,,0.0,,225.0,,,1,1,-1,-1,-1,-1,1,-1,-1,All NAICS Sectors,National (50 States + DC)
34,S,08,03,2,13,2016,5,N,00,A,00,488.0,257.0,0.0,,0.0,,104.0,,,1,1,-1,-1,-1,-1,1,-1,-1,All NAICS Sectors,National (50 States + DC)
34,S,08,05,2,13,2016,3,N,00,A,00,944.0,762.0,0.0,,0.0,,240.0,,,1,1,-1,-1,-1,-1,1,-1,-1,All NAICS Sectors,National (50 States + DC)
34,S,08,07,2,13,2016,5,N,00,A,00,6533.0,5265.0,0.0,,0.0,,1450.0,,,1,1,-1,-1,-1,-1,1,-1,-1,All NAICS Sectors,National (50 States + DC)
34,S,08,17,2,13,2016,5,N,00,A,00,345.0,244.0,0.0,,0.0,,105.0,,,1,1,-1,-1,-1,-1,1,-1,-1,All NAICS Sectors,National (50 States + DC)
34,S,08,05,2,11,2019,3,N,00,A,00,3084.0,2031.0,0.0,,0.0,,905.0,,,1,1,-1,-1,-1,-1,1,-1,-1,All NAICS Sectors,National (50 States + DC)
34,S,08,05,2,13,2019,3,N,00,A,00,1461.0,1189.0,0.0,,0.0,,358.0,,,1,1,-1,-1,-1,-1,1,-1,-1,All NAICS Sectors,National (50 States + DC)
34,S,09,01,2,11,2001,5,N,00,A,00,132.0,55.0,159.0,62.0,202.0,58.0,22.0,25.0,26.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,09,03,2,11,2001,5,N,00,A,00,154.0,94.0,213.0,120.0,222.0,130.0,80.0,60.0,58.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,09,05,2,11,2001,3,N,00,A,00,323.0,214.0,225.0,184.0,304.0,167.0,122.0,91.0,79.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,09,07,2,11,2001,5,N,00,A,00,239.0,161.0,213.0,144.0,226.0,103.0,90.0,73.0,77.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,09,01,2,13,2001,5,N,00,A,00,0.0,,0.0,,71.0,30.0,,,13.0,5,5,5,5,1,1,5,5,1,All NAICS Sectors,National (50 States + DC)
34,S,09,03,2,13,2001,5,N,00,A,00,113.0,56.0,107.0,61.0,53.0,35.0,37.0,27.0,34.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,09,05,2,13,2001,3,N,00,A,00,827.0,758.0,884.0,750.0,918.0,713.0,128.0,124.0,147.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,09,07,2,13,2001,5,N,00,A,00,5193.0,4619.0,5054.0,4296.0,4838.0,4031.0,725.0,897.0,1079.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,09,05,2,11,2004,3,N,00,A,00,379.0,248.0,446.0,249.0,430.0,233.0,89.0,72.0,65.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,09,05,2,13,2004,3,N,00,A,00,1090.0,980.0,970.0,852.0,946.0,848.0,119.0,162.0,181.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,09,01,2,11,2006,5,N,00,A,00,195.0,48.0,239.0,48.0,119.0,36.0,14.0,12.0,17.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,09,02,2,11,2006,5,N,00,A,00,51.0,15.0,53.0,12.0,0.0,,11.0,9.0,,1,1,1,1,5,5,1,1,5,All NAICS Sectors,National (50 States + DC)
34,S,09,03,2,11,2006,5,N,00,A,00,164.0,73.0,166.0,102.0,207.0,111.0,70.0,21.0,42.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,09,07,2,11,2006,5,N,00,A,00,217.0,143.0,199.0,114.0,184.0,106.0,32.0,41.0,54.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,09,01,2,13,2006,5,N,00,A,00,65.0,31.0,0.0,,127.0,40.0,13.0,,18.0,1,1,5,5,1,1,1,5,1,All NAICS Sectors,National (50 States + DC)
34,S,09,02,2,13,2006,5,N,00,A,00,0.0,,0.0,,62.0,5.0,,,2.0,5,5,5,5,1,1,5,5,1,All NAICS Sectors,National (50 States + DC)
34,S,09,03,2,13,2006,5,N,00,A,00,140.0,36.0,0.0,,154.0,49.0,24.0,,19.0,1,1,5,5,1,1,1,5,1,All NAICS Sectors,National (50 States + DC)
34,S,09,07,2,13,2006,5,N,00,A,00,5285.0,4758.0,5204.0,4513.0,4932.0,4148.0,789.0,908.0,1176.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,09,18,2,13,2006,5,N,00,A,00,0.0,,107.0,47.0,78.0,25.0,,3.0,13.0,5,5,1,1,1,1,5,1,1,All NAICS Sectors,National (50 States + DC)
34,S,09,05,2,11,2007,3,N,00,A,00,123.0,103.0,169.0,109.0,253.0,133.0,46.0,32.0,34.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,09,05,2,13,2007,3,N,00,A,00,1007.0,928.0,1071.0,949.0,1023.0,879.0,230.0,184.0,234.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,09,05,2,11,2010,3,N,00,A,00,452.0,189.0,363.0,161.0,495.0,205.0,72.0,61.0,74.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,09,05,2,13,2010,3,N,00,A,00,1398.0,1126.0,1586.0,1167.0,1431.0,1038.0,432.0,239.0,352.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,09,01,2,11,2011,5,N,00,A,00,239.0,105.0,400.0,128.0,0.0,,69.0,62.0,,1,1,1,1,-1,-1,1,1,-1,All NAICS Sectors,National (50 States + DC)
34,S,09,02,2,11,2011,5,N,00,A,00,0.0,,77.0,6.0,0.0,,,2.0,,5,5,1,1,-1,-1,5,1,-1,All NAICS Sectors,National (50 States + DC)
34,S,09,03,2,11,2011,5,N,00,A,00,213.0,168.0,270.0,176.0,0.0,,132.0,76.0,,1,1,1,1,-1,-1,1,1,-1,All NAICS Sectors,National (50 States + DC)
34,S,09,07,2,11,2011,5,N,00,A,00,596.0,234.0,640.0,224.0,0.0,,254.0,159.0,,1,1,1,1,-1,-1,1,1,-1,All NAICS Sectors,National (50 States + DC)
34,S,09,01,2,13,2011,5,N,00,A,00,0.0,,69.0,22.0,0.0,,,19.0,,5,5,1,1,-1,-1,5,1,-1,All NAICS Sectors,National (50 States + DC)
34,S,09,02,2,13,2011,5,N,00,A,00,164.0,112.0,197.0,88.0,0.0,,88.0,61.0,,1,1,1,1,-1,-1,1,1,-1,All NAICS Sectors,National (50 States + DC)
34,S,09,03,2,13,2011,5,N,00,A,00,367.0,207.0,363.0,233.0,0.0,,139.0,121.0,,1,1,1,1,-1,-1,1,1,-1,All NAICS Sectors,National (50 States + DC)
34,S,09,07,2,13,2011,5,N,00,A,00,6670.0,5762.0,6765.0,5331.0,0.0,,1084.0,1146.0,,1,1,1,1,-1,-1,1,1,-1,All NAICS Sectors,National (50 States + DC)
34,S,09,17,2,13,2011,5,N,00,A,00,139.0,76.0,0.0,,0.0,,16.0,,,1,1,5,5,-1,-1,1,5,-1,All NAICS Sectors,National (50 States + DC)
34,S,09,18,2,13,2011,5,N,00,A,00,202.0,124.0,152.0,102.0,0.0,,8.0,20.0,,1,1,1,1,-1,-1,1,1,-1,All NAICS Sectors,National (50 States + DC)
34,S,09,05,2,11,2013,3,N,00,A,00,656.0,404.0,717.0,342.0,0.0,,129.0,83.0,,1,1,1,1,-1,-1,1,1,-1,All NAICS Sectors,National (50 States + DC)
34,S,09,05,2,13,2013,3,N,00,A,00,1314.0,1076.0,1402.0,1085.0,0.0,,384.0,225.0,,1,1,1,1,-1,-1,1,1,-1,All NAICS Sectors,National (50 States + DC)
34,S,09,01,2,11,2016,5,N,00,A,00,233.0,144.0,0.0,,0.0,,153.0,,,1,1,-1,-1,-1,-1,1,-1,-1,All NAICS Sectors,National (50 States + DC)
34,S,09,02,2,11,2016,5,N,00,A,00,55.0,13.0,0.0,,0.0,,3.0,,,1,1,-1,-1,-1,-1,1,-1,-1,All NAICS Sectors,National (50 States + DC)
34,S,09,03,2,11,2016,5,N,00,A,00,434.0,230.0,0.0,,0.0,,215.0,,,1,1,-1,-1,-1,-1,1,-1,-1,All NAICS Sectors,National (50 States + DC)
34,S,09,05,2,11,2016,3,N,00,A,00,829.0,550.0,0.0,,0.0,,192.0,,,1,1,-1,-1,-1,-1,1,-1,-1,All NAICS Sectors,National (50 States + DC)
34,S,09,07,2,11,2016,5,N,00,A,00,1025.0,292.0,0.0,,0.0,,433.0,,,1,1,-1,-1,-1,-1,1,-1,-1,All NAICS Sectors,National (50 States + DC)
34,S,09,01,2,13,2016,5,N,00,A,00,59.0,12.0,0.0,,0.0,,3.0,,,1,1,-1,-1,-1,-1,1,-1,-1,All NAICS Sectors,National (50 States + DC)
34,S,09,02,2,13,2016,5,N,00,A,00,253.0,190.0,0.0,,0.0,,133.0,,,1,1,-1,-1,-1,-1,1,-1,-1,All NAICS Sectors,National (50 States + DC)
34,S,09,03,2,13,2016,5,N,00,A,00,565.0,477.0,0.0,,0.0,,297.0,,,1,1,-1,-1,-1,-1,1,-1,-1,All NAICS Sectors,National (50 States + DC)
34,S,09,05,2,13,2016,3,N,00,A,00,1217.0,1002.0,0.0,,0.0,,351.0,,,1,1,-1,-1,-1,-1,1,-1,-1,All NAICS Sectors,National (50 States + DC)
34,S,09,07,2,13,2016,5,N,00,A,00,6476.0,5571.0,0.0,,0.0,,934.0,,,1,1,-1,-1,-1,-1,1,-1,-1,All NAICS Sectors,National (50 States + DC)
34,S,09,17,2,13,2016,5,N,00,A,00,87.0,47.0,0.0,,0.0,,5.0,,,1,1,-1,-1,-1,-1,1,-1,-1,All NAICS Sectors,National (50 States + DC)
